	flight_id	airline	origin_airport	destination_airport	flight_number	delay_reason	departure_delay	scheduled_trip_time	scheduled_departure	scheduled_arrival	day_of_week	day_of_month	month
59504	59504	B6	BOS	SEA	497	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	7	4	6
59555	59555	B6	BOS	EWR	2679	AIR_SYSTEM	LARGE_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
59672	59672	VX	BOS	SFO	357	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	7	4	6
59693	59693	US	BOS	DCA	2127	AIR_SYSTEM	ON_TIME	MID_FLIGHT	EVENING	EVENING	7	4	6
59696	59696	US	BOS	PHX	897	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
59741	59741	B6	BOS	MCO	1551	AIRLINE	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
59868	59868	US	BOS	CLT	1788	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
59888	59888	AA	BOS	MIA	1355	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
59923	59923	UA	BOS	SFO	265	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
59950	59950	WN	BOS	MCI	2560	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
59959	59959	B6	BOS	FLL	469	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
59989	59989	B6	BOS	DCA	1089	AIR_SYSTEM	ON_TIME	MID_FLIGHT	EVENING	EVENING	7	4	6
60001	60001	UA	BOS	IAD	363	AIRLINE	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
60026	60026	WN	BOS	MDW	574	LATE_AIRCRAFT	LARGE_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
60035	60035	B6	BOS	PBI	321	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	EVENING	EVENING	7	4	6
60065	60065	B6	BOS	LAX	687	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
60188	60188	DL	BOS	SLC	1215	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	7	4	6
60195	60195	DL	BOS	ATL	2501	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	EVENING	EVENING	7	4	6
60345	60345	B6	BOS	DEN	993	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
60355	60355	DL	BOS	MCO	1979	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	7	4	6
60524	60524	AA	BOS	ORD	1612	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
60623	60623	B6	BOS	DTW	1837	AIRLINE	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
60731	60731	B6	BOS	SFO	833	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
60774	60774	UA	BOS	IAH	1547	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
60826	60826	B6	BOS	LAS	777	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	7	4	6
60960	60960	B6	BOS	MCO	1451	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
61011	61011	AA	BOS	LAX	223	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
61069	61069	UA	BOS	EWR	272	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
61186	61186	B6	BOS	TPA	991	AIRLINE	MID_DELAY	LONG_FLIGHT	EVENING	EVENING	7	4	6
61228	61228	WN	BOS	BWI	2512	None	ON_TIME	MID_FLIGHT	EVENING	EVENING	7	4	6
61229	61229	WN	BOS	CAK	904	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
61234	61234	B6	BOS	JFK	317	AIR_SYSTEM	MID_DELAY	SHORT_FLIGHT	EVENING	EVENING	7	4	6
61401	61401	B6	BOS	RDU	1583	AIRLINE	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	7	4	6
61443	61443	US	BOS	DCA	2131	AIR_SYSTEM	ON_TIME	MID_FLIGHT	EVENING	EVENING	7	4	6
61632	61632	B6	BOS	FLL	1269	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	EVENING	NIGHT	7	4	6
61653	61653	B6	BOS	RSW	865	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	EVENING	NIGHT	7	4	6
61677	61677	B6	BOS	SJU	261	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	EVENING	NIGHT	7	4	6
62466	62466	B6	BOS	SJU	361	AIRLINE	SMALL_DELAY	LONG_FLIGHT	EVENING	NIGHT	7	4	6
62557	62557	UA	BOS	IAH	1003	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	1	5	7
62559	62559	US	BOS	CLT	843	AIR_SYSTEM	ON_TIME	MID_FLIGHT	NIGHT	MORNING	1	5	7
62570	62570	NK	BOS	MYR	103	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	1	5	7
62588	62588	AA	BOS	MIA	2454	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	1	5	7
62619	62619	US	BOS	PHL	1909	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	1	5	7
62662	62662	B6	BOS	BWI	727	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	1	5	7
62665	62665	DL	BOS	DTW	2079	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	1	5	7
62692	62692	B6	BOS	PBI	721	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	1	5	7
62693	62693	B6	BOS	JFK	917	AIRLINE	MID_DELAY	SHORT_FLIGHT	NIGHT	MORNING	1	5	7
62719	62719	B6	BOS	BUF	515	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	1	5	7
62721	62721	UA	BOS	IAD	282	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	1	5	7
62724	62724	UA	BOS	EWR	678	None	ON_TIME	SHORT_FLIGHT	NIGHT	MORNING	1	5	7
62735	62735	WN	BOS	BWI	3475	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	1	5	7
62740	62740	AA	BOS	ORD	1083	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	1	5	7
62772	62772	WN	BOS	MDW	1688	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	1	5	7
62779	62779	AA	BOS	DFW	1233	None	ON_TIME	LONG_FLIGHT	NIGHT	MORNING	1	5	7
62785	62785	EV	BOS	CLE	4126	None	ON_TIME	MID_FLIGHT	NIGHT	MORNING	1	5	7
62827	62827	UA	BOS	LAX	1431	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
62828	62828	UA	BOS	SFO	1619	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	1	5	7
62968	62968	DL	BOS	ATL	305	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
62969	62969	DL	BOS	JFK	750	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
62972	62972	DL	BOS	MSP	809	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
62987	62987	DL	BOS	LGA	2665	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
63021	63021	B6	BOS	PHL	159	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
63174	63174	US	BOS	CLT	445	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
63176	63176	US	BOS	PHX	647	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
63294	63294	AA	BOS	MIA	1619	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
63299	63299	B6	BOS	IAD	57	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
63331	63331	B6	BOS	FLL	269	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
63356	63356	WN	BOS	STL	397	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
63372	63372	AA	BOS	JFK	1165	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
63395	63395	B6	BOS	DCA	1600	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
63461	63461	WN	BOS	ATL	1831	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
63507	63507	B6	BOS	RIC	1481	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
63645	63645	B6	BOS	PIT	1285	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
63825	63825	UA	BOS	ORD	1135	LATE_AIRCRAFT	LARGE_DELAY	MID_FLIGHT	MORNING	MORNING	1	5	7
63831	63831	US	BOS	LGA	2135	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
63876	63876	B6	BOS	DTW	1137	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
63887	63887	DL	BOS	SLC	2083	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
63933	63933	AA	BOS	DFW	1318	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
63964	63964	UA	BOS	EWR	312	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
64044	64044	UA	BOS	IAH	676	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64063	64063	US	BOS	PHL	1917	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
64069	64069	US	BOS	DCA	2103	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
64071	64071	US	BOS	LGA	2137	AIRLINE	MID_DELAY	SHORT_FLIGHT	MORNING	MORNING	1	5	7
64100	64100	WN	BOS	BWI	584	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
64128	64128	AA	BOS	LAX	201	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64134	64134	AA	BOS	ORD	1247	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64162	64162	B6	BOS	DCA	289	AIRLINE	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	1	5	7
64164	64164	B6	BOS	SAN	619	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64166	64166	B6	BOS	JAX	1109	AIRLINE	MID_DELAY	LONG_FLIGHT	MORNING	MORNING	1	5	7
64168	64168	B6	BOS	HOU	1031	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64169	64169	B6	BOS	AUS	1039	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64190	64190	DL	BOS	LGA	2667	AIR_SYSTEM	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
64217	64217	EV	BOS	RIC	5019	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
64389	64389	B6	BOS	TPA	2191	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64400	64400	DL	BOS	ATL	1501	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64439	64439	WN	BOS	MCI	1972	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64467	64467	B6	BOS	ORD	111	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64517	64517	VX	BOS	LAX	363	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64734	64734	B6	BOS	FLL	569	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64786	64786	UA	BOS	DEN	1702	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64826	64826	AS	BOS	SEA	25	WEATHER	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	1	5	7
64831	64831	B6	BOS	MCO	51	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
64859	64859	B6	BOS	PBI	221	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
65018	65018	AA	BOS	ORD	289	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
65022	65022	AA	BOS	MIA	1541	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
65130	65130	UA	BOS	ORD	501	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65154	65154	US	BOS	DCA	2105	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65225	65225	B6	BOS	LAX	287	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
65227	65227	B6	BOS	JFK	617	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
65228	65228	B6	BOS	PHL	459	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65237	65237	DL	BOS	MSP	819	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
65242	65242	DL	BOS	LGA	2669	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
65344	65344	B6	BOS	BWI	427	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65396	65396	UA	BOS	SFO	1610	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
65397	65397	US	BOS	CLT	466	AIR_SYSTEM	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65411	65411	WN	BOS	MKE	4810	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65527	65527	B6	BOS	DEN	493	AIRLINE	MID_DELAY	LONG_FLIGHT	MORNING	MORNING	1	5	7
65614	65614	DL	BOS	ATL	1601	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
65657	65657	B6	BOS	SRQ	741	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
65736	65736	US	BOS	PHL	1773	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65744	65744	WN	BOS	HOU	457	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
65779	65779	B6	BOS	SFO	133	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
65781	65781	B6	BOS	RSW	465	AIRLINE	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
65782	65782	B6	BOS	LAS	1077	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
65799	65799	DL	BOS	MCO	1315	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
65877	65877	B6	BOS	RDU	1383	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65880	65880	DL	BOS	DTW	1583	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
65917	65917	UA	BOS	IAH	1086	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66051	66051	B6	BOS	DCA	389	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
66085	66085	EV	BOS	JAX	5184	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
66169	66169	UA	BOS	DEN	1690	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	5	7
66211	66211	DL	BOS	JFK	1849	AIR_SYSTEM	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
66251	66251	US	BOS	DCA	2107	AIR_SYSTEM	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
66253	66253	US	BOS	LGA	2141	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
66255	66255	VX	BOS	SFO	351	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66277	66277	AA	BOS	LAX	25	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66311	66311	DL	BOS	LGA	2671	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
66351	66351	DL	BOS	LAX	2531	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66360	66360	UA	BOS	ORD	1681	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
66439	66439	B6	BOS	MCO	151	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66698	66698	AA	BOS	DFW	1027	AIRLINE	MID_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66706	66706	B6	BOS	SAV	49	AIR_SYSTEM	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
66708	66708	B6	BOS	PBI	921	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66816	66816	UA	BOS	IAD	791	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
66820	66820	US	BOS	CLT	529	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
66849	66849	B6	BOS	RSW	665	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66850	66850	B6	BOS	EWR	2379	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
66866	66866	UA	BOS	EWR	319	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
66879	66879	B6	BOS	SJU	61	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66899	66899	US	BOS	PHX	1856	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
66924	66924	AA	BOS	JFK	84	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
66970	66970	B6	BOS	FLL	2169	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
67000	67000	WN	BOS	BWI	2469	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
67022	67022	DL	BOS	ATL	1701	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
67250	67250	US	BOS	DCA	2109	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
67294	67294	DL	BOS	LGA	2673	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
67384	67384	AA	BOS	ORD	160	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
67432	67432	B6	BOS	BUF	815	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	5	7
67451	67451	WN	BOS	ATL	1824	AIR_SYSTEM	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
67485	67485	B6	BOS	STT	807	AIRLINE	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
67580	67580	B6	BOS	CHS	1667	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
67650	67650	B6	BOS	MCO	251	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
67700	67700	B6	BOS	DCA	489	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
67715	67715	B6	BOS	JFK	717	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
67819	67819	US	BOS	PHL	1819	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	5	7
67861	67861	DL	BOS	DTW	1342	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
67902	67902	WN	BOS	BWI	1089	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
67956	67956	UA	BOS	SFO	1727	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68101	68101	NK	BOS	RSW	239	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68237	68237	B6	BOS	RDU	1083	AIR_SYSTEM	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
68238	68238	B6	BOS	RSW	965	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68240	68240	B6	BOS	FLL	2269	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68264	68264	OO	BOS	ORD	5204	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
68302	68302	US	BOS	LGA	2145	AIR_SYSTEM	ON_TIME	SHORT_FLIGHT	MORNING	AFTERNOON	1	5	7
68339	68339	DL	BOS	LGA	2675	None	ON_TIME	SHORT_FLIGHT	MORNING	AFTERNOON	1	5	7
68342	68342	DL	BOS	ATL	1801	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68392	68392	US	BOS	CLT	2045	AIR_SYSTEM	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
68396	68396	WN	BOS	MDW	4718	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68418	68418	B6	BOS	MCO	451	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68539	68539	UA	BOS	IAH	336	AIRLINE	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68582	68582	AA	BOS	MIA	1582	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68586	68586	B6	BOS	DCA	589	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
68937	68937	AA	BOS	DFW	1186	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
68946	68946	B6	BOS	TPA	391	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	5	7
69279	69279	AA	BOS	ORD	187	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
69333	69333	B6	BOS	PHL	759	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	5	7
69353	69353	US	BOS	DCA	2113	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69391	69391	DL	BOS	LGA	2677	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69523	69523	B6	BOS	JFK	117	None	SMALL_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69569	69569	DL	BOS	ATL	1901	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69702	69702	B6	BOS	DCA	689	AIRLINE	LARGE_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69752	69752	WN	BOS	DEN	362	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69829	69829	US	BOS	PHL	1775	AIR_SYSTEM	SMALL_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69858	69858	DL	BOS	JFK	763	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69892	69892	DL	BOS	DTW	159	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69897	69897	B6	BOS	PIT	1585	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
69928	69928	B6	BOS	STT	907	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
70049	70049	WN	BOS	BWI	1803	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
70118	70118	US	BOS	CLT	626	AIR_SYSTEM	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
70236	70236	B6	BOS	IAD	457	AIRLINE	MID_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
70305	70305	US	BOS	DCA	2115	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
70354	70354	DL	BOS	LGA	2679	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
70594	70594	AA	BOS	DFW	2470	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
70705	70705	B6	BOS	MSY	401	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
70855	70855	DL	BOS	ATL	981	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71017	71017	AA	BOS	ORD	1551	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71061	71061	B6	BOS	SJU	861	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	5	7
71067	71067	UA	BOS	EWR	657	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71093	71093	WN	BOS	ATL	2684	AIRLINE	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71113	71113	B6	BOS	JAX	1209	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71271	71271	AA	BOS	MIA	1185	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71362	71362	US	BOS	DCA	2117	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71408	71408	B6	BOS	RIC	781	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71410	71410	B6	BOS	PBI	821	AIRLINE	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71419	71419	DL	BOS	LGA	2681	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71729	71729	B6	BOS	FLL	69	AIRLINE	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71740	71740	DL	BOS	MSP	859	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71765	71765	WN	BOS	BWI	4566	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71817	71817	DL	BOS	DTW	1723	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71832	71832	US	BOS	PHL	1776	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71868	71868	EV	BOS	RIC	5114	AIR_SYSTEM	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
71904	71904	B6	BOS	JFK	417	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
72014	72014	US	BOS	CLT	1799	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
72029	72029	AA	BOS	JFK	193	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
72145	72145	B6	BOS	BUF	1615	AIRLINE	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
72279	72279	DL	BOS	ATL	105	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
72345	72345	US	BOS	LGA	2153	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
72388	72388	B6	BOS	DFW	1115	AIRLINE	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	5	7
72395	72395	DL	BOS	LGA	2683	AIR_SYSTEM	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	5	7
